,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_topic_RO,prop_topic_GE,prop_topic_WE
1143,2014,CORN,NORTH DAKOTA,6944.0,2530000,6.625,67,7.043160241,738.736,0.0189873417721519,0.0949367088607595,0.8860759493670886
1144,2013,CORN,NORTH DAKOTA,6160.0,3600000,8.071428571,66,5.94239222,723.149,0.004137931034482759,0.1489655172413793,0.8468965517241379
1145,2013,CORN,NORTH DAKOTA,6160.0,3600000,8.071428571,66,5.94239222,723.149,0.08928571428571429,0.07142857142857142,0.8392857142857143
1146,2019,WHEAT,NORTH DAKOTA,2904.0,6630000,8.25,65,7.505283615,763.724,0.011121408711770158,0.22798887859128822,0.7608897126969416
1147,2019,WHEAT,NORTH DAKOTA,2904.0,6630000,8.25,65,7.505283615,763.724,0.3673469387755102,0.061224489795918366,0.5714285714285714
1148,2018,WHEAT,NORTH DAKOTA,2856.0,7635000,8.633333333,66,6.950300686,760.062,0.015420023014959724,0.3387802071346375,0.6457997698504028
1149,2018,WHEAT,NORTH DAKOTA,2856.0,7635000,8.633333333,66,6.950300686,760.062,0.44536082474226807,0.17525773195876287,0.37938144329896906
1150,2017,WHEAT,NORTH DAKOTA,2274.0,6260000,7.833333333,67,6.958054839,756.755,0.0031191515907673115,0.15970056144728634,0.8371802869619464
1151,2017,WHEAT,NORTH DAKOTA,2274.0,6260000,7.833333333,67,6.958054839,756.755,0.16205533596837945,0.12648221343873517,0.7114624505928854
1152,2016,WHEAT,NORTH DAKOTA,2700.0,7405000,6.75,65,6.54803469,756.114,0.0069124423963133645,0.24193548387096775,0.7511520737327189
1153,2016,WHEAT,NORTH DAKOTA,2700.0,7405000,6.75,65,6.54803469,756.114,0.2717391304347826,0.10869565217391304,0.6195652173913043
1154,2015,WHEAT,NORTH DAKOTA,2802.0,7915000,8.716666667,64,6.461618577,755.537,0.006211180124223602,0.22981366459627328,0.7639751552795031
1155,2015,WHEAT,NORTH DAKOTA,2802.0,7915000,8.716666667,64,6.461618577,755.537,0.2268041237113402,0.09278350515463918,0.6804123711340206
1156,2014,WHEAT,NORTH DAKOTA,2778.0,7490000,10.33333333,66,7.065264073,738.736,0.008830022075055188,0.19205298013245034,0.7991169977924945
1157,2014,WHEAT,NORTH DAKOTA,2778.0,7490000,10.33333333,66,7.065264073,738.736,0.0189873417721519,0.0949367088607595,0.8860759493670886
1158,2013,WHEAT,NORTH DAKOTA,2724.0,6025000,11.53333333,67,6.765091462,723.149,0.004137931034482759,0.1489655172413793,0.8468965517241379
1159,2013,WHEAT,NORTH DAKOTA,2724.0,6025000,11.53333333,67,6.765091462,723.149,0.08928571428571429,0.07142857142857142,0.8392857142857143
1160,2019,OATS,OHIO,1472.0,25000,11.71875,70,6.313284268,11798.292,0.0782312925170068,0.2118561710398445,0.7099125364431487
1161,2019,OATS,OHIO,1472.0,25000,11.71875,70,6.313284268,11798.292,0.050314465408805034,0.14937106918238993,0.800314465408805
1162,2018,OATS,OHIO,2080.0,30000,11.75,70,7.393210848,11680.892,0.08788259479214253,0.32566240292370946,0.586455002284148
1163,2018,OATS,OHIO,2080.0,30000,11.75,70,7.393210848,11680.892,0.0560303893637227,0.2855333966445078,0.6584362139917695
1164,2017,OATS,OHIO,2240.0,20000,10.96875,71,7.504930973,11665.706,0.028933566433566434,0.16774475524475524,0.8033216783216783
1165,2017,OATS,OHIO,2240.0,20000,10.96875,71,7.504930973,11665.706,0.016321406151914627,0.1318267419962335,0.8518518518518519
1166,2016,OATS,OHIO,2368.0,25000,9.5,72,7.198076286,11640.06,0.04956946707004887,0.2406329997672795,0.7097975331626716
1167,2016,OATS,OHIO,2368.0,25000,9.5,72,7.198076286,11640.06,0.032448377581120944,0.18289085545722714,0.7846607669616519
1168,2015,OATS,OHIO,2016.0,40000,10.28125,73,7.007037515,11622.315,0.02208699571782736,0.21117872436330853,0.7667342799188641
1169,2015,OATS,OHIO,2016.0,40000,10.28125,73,7.007037515,11622.315,0.026243093922651933,0.17058011049723756,0.8031767955801105
1170,2014,OATS,OHIO,2016.0,35000,14.53125,70,6.677262562,11606.573,0.017798286090969017,0.1994067237969677,0.7827949901120633
1171,2014,OATS,OHIO,2016.0,35000,14.53125,70,6.677262562,11606.573,0.003695491500369549,0.1670362158167036,0.8292682926829268
1172,2013,OATS,OHIO,2016.0,25000,11.71875,70,6.74398035,11579.692,0.011764705882352941,0.18781512605042017,0.8004201680672269
1173,2013,OATS,OHIO,2016.0,25000,11.71875,70,6.74398035,11579.692,0.0009689922480620155,0.10562015503875968,0.8934108527131783
1174,2019,CORN,OHIO,9184.0,2570000,6.982142857,71,6.924042372,11696.507,0.0782312925170068,0.2118561710398445,0.7099125364431487
1175,2019,CORN,OHIO,9184.0,2570000,6.982142857,71,6.924042372,11696.507,0.050314465408805034,0.14937106918238993,0.800314465408805
1176,2018,CORN,OHIO,10472.0,3300000,,72,7.437373666,11680.892,0.08788259479214253,0.32566240292370946,0.586455002284148
1177,2018,CORN,OHIO,10472.0,3300000,,72,7.437373666,11680.892,0.0560303893637227,0.2855333966445078,0.6584362139917695
1178,2017,CORN,OHIO,9912.0,3150000,7.178571429,70,7.142611056,11665.706,0.028933566433566434,0.16774475524475524,0.8033216783216783
1179,2017,CORN,OHIO,9912.0,3150000,7.178571429,70,7.142611056,11665.706,0.016321406151914627,0.1318267419962335,0.8518518518518519
1180,2016,CORN,OHIO,8904.0,3300000,6.482142857,70,7.74672376,11640.06,0.04956946707004887,0.2406329997672795,0.7097975331626716
1181,2016,CORN,OHIO,8904.0,3300000,6.482142857,70,7.74672376,11640.06,0.032448377581120944,0.18289085545722714,0.7846607669616519
1182,2015,CORN,OHIO,8568.0,3260000,7.0,71,6.300479414,11622.315,0.02208699571782736,0.21117872436330853,0.7667342799188641
1183,2015,CORN,OHIO,8568.0,3260000,7.0,71,6.300479414,11622.315,0.026243093922651933,0.17058011049723756,0.8031767955801105
1184,2014,CORN,OHIO,9856.0,3480000,6.696428571,70,6.078724107,11606.573,0.017798286090969017,0.1994067237969677,0.7827949901120633
1185,2014,CORN,OHIO,9856.0,3480000,6.696428571,70,6.078724107,11606.573,0.003695491500369549,0.1670362158167036,0.8292682926829268
1186,2013,CORN,OHIO,9744.0,3740000,7.982142857,70,6.76660668,11579.692,0.011764705882352941,0.18781512605042017,0.8004201680672269
1187,2013,CORN,OHIO,9744.0,3740000,7.982142857,70,6.76660668,11579.692,0.0009689922480620155,0.10562015503875968,0.8934108527131783
1188,2019,WHEAT,OHIO,3360.0,385000,7.3,73,7.732194788,11696.507,0.0782312925170068,0.2118561710398445,0.7099125364431487
1189,2019,WHEAT,OHIO,3360.0,385000,7.3,73,7.732194788,11696.507,0.050314465408805034,0.14937106918238993,0.800314465408805
1190,2018,WHEAT,OHIO,4500.0,450000,8.166666667,72,6.157782589,11680.892,0.08788259479214253,0.32566240292370946,0.586455002284148
1191,2018,WHEAT,OHIO,4500.0,450000,8.166666667,72,6.157782589,11680.892,0.0560303893637227,0.2855333966445078,0.6584362139917695
1192,2017,WHEAT,OHIO,4440.0,460000,7.666666667,71,7.240988401,11665.706,0.028933566433566434,0.16774475524475524,0.8033216783216783
1193,2017,WHEAT,OHIO,4440.0,460000,7.666666667,71,7.240988401,11665.706,0.016321406151914627,0.1318267419962335,0.8518518518518519
1194,2016,WHEAT,OHIO,4800.0,560000,6.916666667,70,6.898905799,11640.06,0.04956946707004887,0.2406329997672795,0.7097975331626716
1195,2016,WHEAT,OHIO,4800.0,560000,6.916666667,70,6.898905799,11640.06,0.032448377581120944,0.18289085545722714,0.7846607669616519
1196,2015,WHEAT,OHIO,4020.0,480000,7.833333333,73,6.818681086,11622.315,0.02208699571782736,0.21117872436330853,0.7667342799188641
1197,2015,WHEAT,OHIO,4020.0,480000,7.833333333,73,6.818681086,11622.315,0.026243093922651933,0.17058011049723756,0.8031767955801105
1198,2014,WHEAT,OHIO,4440.0,545000,8.0,72,6.261937875,11606.573,0.017798286090969017,0.1994067237969677,0.7827949901120633
1199,2014,WHEAT,OHIO,4440.0,545000,8.0,72,6.261937875,11606.573,0.003695491500369549,0.1670362158167036,0.8292682926829268
1200,2013,WHEAT,OHIO,4200.0,640000,11.0,71,6.493036868,11579.692,0.011764705882352941,0.18781512605042017,0.8004201680672269
1201,2013,WHEAT,OHIO,4200.0,640000,11.0,71,6.493036868,11579.692,0.0009689922480620155,0.10562015503875968,0.8934108527131783
1202,2019,OATS,OKLAHOMA,1600.0,25000,6.5625,61,6.052184881,3965.234,0.050314465408805034,0.14937106918238993,0.800314465408805
1203,2019,OATS,OKLAHOMA,1600.0,25000,6.5625,61,6.052184881,3965.234,0.37037037037037035,0.11538461538461539,0.5142450142450142
1204,2018,OATS,OKLAHOMA,1536.0,10000,8.59375,68,7.002216044,3943.488,0.0560303893637227,0.2855333966445078,0.6584362139917695
1205,2018,OATS,OKLAHOMA,1536.0,10000,8.59375,68,7.002216044,3943.488,0.4325674325674326,0.1834831834831835,0.38394938394938394
1206,2017,OATS,OKLAHOMA,1344.0,16000,9.4375,64,7.272427638,3933.602,0.016321406151914627,0.1318267419962335,0.8518518518518519
1207,2017,OATS,OKLAHOMA,1344.0,16000,9.4375,64,7.272427638,3933.602,0.19614147909967847,0.11061093247588424,0.6932475884244373
1208,2016,OATS,OKLAHOMA,1376.0,8000,9.21875,67,5.962001484,3928.143,0.032448377581120944,0.18289085545722714,0.7846607669616519
1209,2016,OATS,OKLAHOMA,1376.0,8000,9.21875,67,5.962001484,3928.143,0.324577861163227,0.17636022514071295,0.49906191369606
1210,2015,OATS,OKLAHOMA,1248.0,7000,7.65625,64,7.080506001,3910.518,0.026243093922651933,0.17058011049723756,0.8031767955801105
1211,2015,OATS,OKLAHOMA,1248.0,7000,7.65625,64,7.080506001,3910.518,0.3148148148148148,0.15020576131687244,0.5349794238683128
1212,2014,OATS,OKLAHOMA,1216.0,10000,13.28125,61,6.593798387,3879.187,0.003695491500369549,0.1670362158167036,0.8292682926829268
1213,2014,OATS,OKLAHOMA,1216.0,10000,13.28125,61,6.593798387,3879.187,0.06371191135734072,0.1745152354570637,0.7617728531855956
1214,2013,OATS,OKLAHOMA,1216.0,7000,11.875,62,7.28805662,3853.891,0.0009689922480620155,0.10562015503875968,0.8934108527131783
1215,2013,OATS,OKLAHOMA,1216.0,7000,11.875,62,7.28805662,3853.891,0.0594059405940594,0.13861386138613863,0.801980198019802
1216,2019,CORN,OKLAHOMA,7672.0,330000,7.142857143,67,6.280725549,3960.676,0.050314465408805034,0.14937106918238993,0.800314465408805
1217,2019,CORN,OKLAHOMA,7672.0,330000,7.142857143,67,6.280725549,3960.676,0.37037037037037035,0.11538461538461539,0.5142450142450142
1218,2018,CORN,OKLAHOMA,7504.0,270000,6.964285714,66,7.621494566,3943.488,0.0560303893637227,0.2855333966445078,0.6584362139917695
1219,2018,CORN,OKLAHOMA,7504.0,270000,6.964285714,66,7.621494566,3943.488,0.4325674325674326,0.1834831834831835,0.38394938394938394
1220,2017,CORN,OKLAHOMA,7056.0,305000,,61,7.630424083,3933.602,0.016321406151914627,0.1318267419962335,0.8518518518518519
1221,2017,CORN,OKLAHOMA,7056.0,305000,,61,7.630424083,3933.602,0.19614147909967847,0.11061093247588424,0.6932475884244373
1222,2016,CORN,OKLAHOMA,6776.0,350000,5.892857143,61,7.802212437,3928.143,0.032448377581120944,0.18289085545722714,0.7846607669616519
1223,2016,CORN,OKLAHOMA,6776.0,350000,5.892857143,61,7.802212437,3928.143,0.324577861163227,0.17636022514071295,0.49906191369606
1224,2015,CORN,OKLAHOMA,7224.0,280000,6.285714286,68,5.922935513,3910.518,0.026243093922651933,0.17058011049723756,0.8031767955801105
1225,2015,CORN,OKLAHOMA,7224.0,280000,6.285714286,68,5.922935513,3910.518,0.3148148148148148,0.15020576131687244,0.5349794238683128
1226,2014,CORN,OKLAHOMA,8232.0,290000,6.625,64,5.937649578,3879.187,0.003695491500369549,0.1670362158167036,0.8292682926829268
1227,2014,CORN,OKLAHOMA,8232.0,290000,6.625,64,5.937649578,3879.187,0.06371191135734072,0.1745152354570637,0.7617728531855956
1228,2013,CORN,OKLAHOMA,8120.0,310000,8.017857143,67,6.804781106,3853.891,0.0009689922480620155,0.10562015503875968,0.8934108527131783
1229,2013,CORN,OKLAHOMA,8120.0,310000,8.017857143,67,6.804781106,3853.891,0.0594059405940594,0.13861386138613863,0.801980198019802
1230,2019,WHEAT,OKLAHOMA,2400.0,2750000,9.166666667,63,6.327673765,3960.676,0.050314465408805034,0.14937106918238993,0.800314465408805
1231,2019,WHEAT,OKLAHOMA,2400.0,2750000,9.166666667,63,6.327673765,3960.676,0.37037037037037035,0.11538461538461539,0.5142450142450142
1232,2018,WHEAT,OKLAHOMA,1680.0,2500000,7.916666667,64,6.36137446,3943.488,0.0560303893637227,0.2855333966445078,0.6584362139917695
1233,2018,WHEAT,OKLAHOMA,1680.0,2500000,7.916666667,64,6.36137446,3943.488,0.4325674325674326,0.1834831834831835,0.38394938394938394
1234,2017,WHEAT,OKLAHOMA,2040.0,2900000,7.0,67,6.923509371,3933.602,0.016321406151914627,0.1318267419962335,0.8518518518518519
1235,2017,WHEAT,OKLAHOMA,2040.0,2900000,7.0,67,6.923509371,3933.602,0.19614147909967847,0.11061093247588424,0.6932475884244373
1236,2016,WHEAT,OKLAHOMA,2340.0,3500000,5.5,65,6.630646083,3928.143,0.032448377581120944,0.18289085545722714,0.7846607669616519
1237,2016,WHEAT,OKLAHOMA,2340.0,3500000,5.5,65,6.630646083,3928.143,0.324577861163227,0.17636022514071295,0.49906191369606
1238,2015,WHEAT,OKLAHOMA,1560.0,3800000,8.066666667,67,5.832525853,3910.518,0.026243093922651933,0.17058011049723756,0.8031767955801105
1239,2015,WHEAT,OKLAHOMA,1560.0,3800000,8.066666667,67,5.832525853,3910.518,0.3148148148148148,0.15020576131687244,0.5349794238683128
1240,2014,WHEAT,OKLAHOMA,1020.0,2800000,10.53333333,61,6.738993954,3879.187,0.003695491500369549,0.1670362158167036,0.8292682926829268
1241,2014,WHEAT,OKLAHOMA,1020.0,2800000,10.53333333,61,6.738993954,3879.187,0.06371191135734072,0.1745152354570637,0.7617728531855956
1242,2013,WHEAT,OKLAHOMA,1860.0,3400000,11.33333333,67,5.782435567,3853.891,0.0009689922480620155,0.10562015503875968,0.8934108527131783
1243,2013,WHEAT,OKLAHOMA,1860.0,3400000,11.33333333,67,5.782435567,3853.891,0.0594059405940594,0.13861386138613863,0.801980198019802
1244,2019,OATS,OREGON,3104.0,9000,,53,7.175344328,4245.044,0.37037037037037035,0.11538461538461539,0.5142450142450142
1245,2019,OATS,OREGON,3104.0,9000,,53,7.175344328,4245.044,0.222521915037087,0.17801753202966958,0.5994605529332434
1246,2018,OATS,OREGON,3168.0,5000,,73,5.938528744,4183.538,0.4325674325674326,0.1834831834831835,0.38394938394938394
1247,2018,OATS,OREGON,3168.0,5000,,73,5.938528744,4183.538,0.2668661181750187,0.2908002991772625,0.44233358264771877
1248,2017,OATS,OREGON,2656.0,10000,8.28125,75,5.709380472,4147.294,0.19614147909967847,0.11061093247588424,0.6932475884244373
1249,2017,OATS,OREGON,2656.0,10000,8.28125,75,5.709380472,4147.294,0.11925795053003534,0.18992932862190812,0.6908127208480566
1250,2016,OATS,OREGON,2880.0,10000,7.8125,80,6.184400085,4093.271,0.324577861163227,0.17636022514071295,0.49906191369606
1251,2016,OATS,OREGON,2880.0,10000,7.8125,80,6.184400085,4093.271,0.21935483870967742,0.20092165898617512,0.5797235023041475
1252,2015,OATS,OREGON,2816.0,11000,16.6875,76,6.553509673,4018.542,0.3148148148148148,0.15020576131687244,0.5349794238683128
1253,2015,OATS,OREGON,2816.0,11000,16.6875,76,6.553509673,4018.542,0.14209115281501342,0.20732797140303844,0.6505808757819481
1254,2014,OATS,OREGON,2720.0,18000,14.15625,65,5.885638185,3965.447,0.06371191135734072,0.1745152354570637,0.7617728531855956
1255,2014,OATS,OREGON,2720.0,18000,14.15625,65,5.885638185,3965.447,0.05401459854014599,0.2291970802919708,0.7167883211678832
1256,2013,OATS,OREGON,3200.0,13000,14.40625,52,6.143874691,3924.11,0.0594059405940594,0.13861386138613863,0.801980198019802
1257,2013,OATS,OREGON,3200.0,13000,14.40625,52,6.143874691,3924.11,0.05032822757111598,0.2210065645514223,0.7286652078774617
1258,2019,BARLEY,OREGON,3744.0,35000,7.916666667,78,6.56893406,4216.116,0.37037037037037035,0.11538461538461539,0.5142450142450142
1259,2019,BARLEY,OREGON,3744.0,35000,7.916666667,78,6.56893406,4216.116,0.222521915037087,0.17801753202966958,0.5994605529332434
1260,2018,BARLEY,OREGON,2544.0,26000,6.833333333,68,6.769855664,4183.538,0.4325674325674326,0.1834831834831835,0.38394938394938394
1261,2018,BARLEY,OREGON,2544.0,26000,6.833333333,68,6.769855664,4183.538,0.2668661181750187,0.2908002991772625,0.44233358264771877
1262,2017,BARLEY,OREGON,2976.0,38000,6.229166667,53,7.130837931,4147.294,0.19614147909967847,0.11061093247588424,0.6932475884244373
1263,2017,BARLEY,OREGON,2976.0,38000,6.229166667,53,7.130837931,4147.294,0.11925795053003534,0.18992932862190812,0.6908127208480566
1264,2016,BARLEY,OREGON,3216.0,32000,5.541666667,73,5.740338002,4093.271,0.324577861163227,0.17636022514071295,0.49906191369606
1265,2016,BARLEY,OREGON,3216.0,32000,5.541666667,73,5.740338002,4093.271,0.21935483870967742,0.20092165898617512,0.5797235023041475
1266,2015,BARLEY,OREGON,2496.0,37000,6.520833333,75,5.843005428,4018.542,0.3148148148148148,0.15020576131687244,0.5349794238683128
1267,2015,BARLEY,OREGON,2496.0,37000,6.520833333,75,5.843005428,4018.542,0.14209115281501342,0.20732797140303844,0.6505808757819481
1268,2014,BARLEY,OREGON,2400.0,38000,7.416666667,80,6.648687274,3965.447,0.06371191135734072,0.1745152354570637,0.7617728531855956
1269,2014,BARLEY,OREGON,2400.0,38000,7.416666667,80,6.648687274,3965.447,0.05401459854014599,0.2291970802919708,0.7167883211678832
1270,2013,BARLEY,OREGON,3360.0,50000,8.375,76,6.902751061,3924.11,0.0594059405940594,0.13861386138613863,0.801980198019802
1271,2013,BARLEY,OREGON,3360.0,50000,8.375,76,6.902751061,3924.11,0.05032822757111598,0.2210065645514223,0.7286652078774617
1272,2019,CORN,OREGON,13272.0,49000,7.75,71,6.306605528,4216.116,0.37037037037037035,0.11538461538461539,0.5142450142450142
1273,2019,CORN,OREGON,13272.0,49000,7.75,71,6.306605528,4216.116,0.222521915037087,0.17801753202966958,0.5994605529332434
1274,2018,CORN,OREGON,10920.0,40000,7.678571429,81,7.009180374,4183.538,0.4325674325674326,0.1834831834831835,0.38394938394938394
1275,2018,CORN,OREGON,10920.0,40000,7.678571429,81,7.009180374,4183.538,0.2668661181750187,0.2908002991772625,0.44233358264771877
1276,2017,CORN,OREGON,11872.0,44000,6.178571429,78,6.297907579,4147.294,0.19614147909967847,0.11061093247588424,0.6932475884244373
1277,2017,CORN,OREGON,11872.0,44000,6.178571429,78,6.297907579,4147.294,0.11925795053003534,0.18992932862190812,0.6908127208480566
1278,2016,CORN,OREGON,12880.0,39000,5.714285714,68,6.728599215,4093.271,0.324577861163227,0.17636022514071295,0.49906191369606
1279,2016,CORN,OREGON,12880.0,39000,5.714285714,68,6.728599215,4093.271,0.21935483870967742,0.20092165898617512,0.5797235023041475
1280,2015,CORN,OREGON,10528.0,30000,6.589285714,53,6.965156738,4018.542,0.3148148148148148,0.15020576131687244,0.5349794238683128
1281,2015,CORN,OREGON,10528.0,30000,6.589285714,53,6.965156738,4018.542,0.14209115281501342,0.20732797140303844,0.6505808757819481
1282,2014,CORN,OREGON,10640.0,39000,6.75,73,5.578095745,3965.447,0.06371191135734072,0.1745152354570637,0.7617728531855956
1283,2014,CORN,OREGON,10640.0,39000,6.75,73,5.578095745,3965.447,0.05401459854014599,0.2291970802919708,0.7167883211678832
1284,2013,CORN,OREGON,10528.0,36000,8.017857143,75,7.199504273,3924.11,0.0594059405940594,0.13861386138613863,0.801980198019802
1285,2013,CORN,OREGON,10528.0,36000,8.017857143,75,7.199504273,3924.11,0.05032822757111598,0.2210065645514223,0.7286652078774617
1286,2019,WHEAT,OREGON,4080.0,730000,8.833333333,52,5.561851831,4216.116,0.37037037037037035,0.11538461538461539,0.5142450142450142
1287,2019,WHEAT,OREGON,4080.0,730000,8.833333333,52,5.561851831,4216.116,0.222521915037087,0.17801753202966958,0.5994605529332434
1288,2018,WHEAT,OREGON,4020.0,770000,8.85,72,6.107054808,4183.538,0.4325674325674326,0.1834831834831835,0.38394938394938394
1289,2018,WHEAT,OREGON,4020.0,770000,8.85,72,6.107054808,4183.538,0.2668661181750187,0.2908002991772625,0.44233358264771877
1290,2017,WHEAT,OREGON,3780.0,763000,8.133333333,71,6.988035315,4147.294,0.19614147909967847,0.11061093247588424,0.6932475884244373
1291,2017,WHEAT,OREGON,3780.0,763000,8.133333333,71,6.988035315,4147.294,0.11925795053003534,0.18992932862190812,0.6908127208480566
1292,2016,WHEAT,OREGON,3006.0,797000,7.15,70,7.13147457,4093.271,0.324577861163227,0.17636022514071295,0.49906191369606
1293,2016,WHEAT,OREGON,3006.0,797000,7.15,70,7.13147457,4093.271,0.21935483870967742,0.20092165898617512,0.5797235023041475
1294,2015,WHEAT,OREGON,2838.0,828000,8.866666667,72,7.086947687,4018.542,0.3148148148148148,0.15020576131687244,0.5349794238683128
1295,2015,WHEAT,OREGON,2838.0,828000,8.866666667,72,7.086947687,4018.542,0.14209115281501342,0.20732797140303844,0.6505808757819481
1296,2014,WHEAT,OREGON,3258.0,818000,9.35,71,6.749260456,3965.447,0.06371191135734072,0.1745152354570637,0.7617728531855956
1297,2014,WHEAT,OREGON,3258.0,818000,9.35,71,6.749260456,3965.447,0.05401459854014599,0.2291970802919708,0.7167883211678832
1298,2013,WHEAT,OREGON,3726.0,868000,11.0,70,7.16300467,3924.11,0.0594059405940594,0.13861386138613863,0.801980198019802
1299,2013,WHEAT,OREGON,3726.0,868000,11.0,70,7.16300467,3924.11,0.05032822757111598,0.2210065645514223,0.7286652078774617
1300,2019,OATS,PENNSYLVANIA,1696.0,50000,13.0625,67,7.054313823,12995.477,0.222521915037087,0.17801753202966958,0.5994605529332434
1301,2019,OATS,PENNSYLVANIA,1696.0,50000,13.0625,67,7.054313823,12995.477,0.018192488262910797,0.19718309859154928,0.7846244131455399
1302,2018,OATS,PENNSYLVANIA,1472.0,35000,12.5625,68,6.026999326,12809.107,0.2668661181750187,0.2908002991772625,0.44233358264771877
1303,2018,OATS,PENNSYLVANIA,1472.0,35000,12.5625,68,6.026999326,12809.107,0.01974479516453996,0.3173942243116185,0.6628609805238415
1304,2017,OATS,PENNSYLVANIA,1856.0,40000,11.15625,69,5.779427402,12794.679,0.11925795053003534,0.18992932862190812,0.6908127208480566
1305,2017,OATS,PENNSYLVANIA,1856.0,40000,11.15625,69,5.779427402,12794.679,0.008186900958466454,0.1477635782747604,0.8440495207667732
1306,2016,OATS,PENNSYLVANIA,2144.0,50000,8.625,71,6.535244251,12788.468,0.21935483870967742,0.20092165898617512,0.5797235023041475
1307,2016,OATS,PENNSYLVANIA,2144.0,50000,8.625,71,6.535244251,12788.468,0.039973351099267154,0.19586942038640906,0.7641572285143238
1308,2015,OATS,PENNSYLVANIA,1760.0,65000,10.5,67,5.684995235,12789.838,0.14209115281501342,0.20732797140303844,0.6505808757819481
1309,2015,OATS,PENNSYLVANIA,1760.0,65000,10.5,67,5.684995235,12789.838,0.026905829596412557,0.1743273542600897,0.7987668161434978
1310,2014,OATS,PENNSYLVANIA,1856.0,60000,11.84375,71,6.12476108,12792.392,0.05401459854014599,0.2291970802919708,0.7167883211678832
1311,2014,OATS,PENNSYLVANIA,1856.0,60000,11.84375,71,6.12476108,12792.392,0.0020422055820285907,0.19264805990469708,0.8053097345132744
1312,2013,OATS,PENNSYLVANIA,1984.0,50000,12.21875,67,6.999014379,12779.538,0.05032822757111598,0.2210065645514223,0.7286652078774617
1313,2013,OATS,PENNSYLVANIA,1984.0,50000,12.21875,67,6.999014379,12779.538,0.0033812341504649195,0.15722738799661876,0.8393913778529163
1314,2019,BARLEY,PENNSYLVANIA,3312.0,25000,8.125,67,6.591302797,12798.883,0.222521915037087,0.17801753202966958,0.5994605529332434
1315,2019,BARLEY,PENNSYLVANIA,3312.0,25000,8.125,67,6.591302797,12798.883,0.018192488262910797,0.19718309859154928,0.7846244131455399
1316,2018,BARLEY,PENNSYLVANIA,3024.0,31000,6.041666667,71,7.104094929,12809.107,0.2668661181750187,0.2908002991772625,0.44233358264771877
1317,2018,BARLEY,PENNSYLVANIA,3024.0,31000,6.041666667,71,7.104094929,12809.107,0.01974479516453996,0.3173942243116185,0.6628609805238415
1318,2017,BARLEY,PENNSYLVANIA,3360.0,45000,6.458333333,68,6.407872061,12794.679,0.11925795053003534,0.18992932862190812,0.6908127208480566
1319,2017,BARLEY,PENNSYLVANIA,3360.0,45000,6.458333333,68,6.407872061,12794.679,0.008186900958466454,0.1477635782747604,0.8440495207667732
1320,2016,BARLEY,PENNSYLVANIA,3600.0,38000,5.9375,72,6.658402594,12788.468,0.21935483870967742,0.20092165898617512,0.5797235023041475
1321,2016,BARLEY,PENNSYLVANIA,3600.0,38000,5.9375,72,6.658402594,12788.468,0.039973351099267154,0.19586942038640906,0.7641572285143238
1322,2015,BARLEY,PENNSYLVANIA,3120.0,40000,5.916666667,67,6.276038961,12789.838,0.14209115281501342,0.20732797140303844,0.6505808757819481
1323,2015,BARLEY,PENNSYLVANIA,3120.0,40000,5.916666667,67,6.276038961,12789.838,0.026905829596412557,0.1743273542600897,0.7987668161434978
1324,2014,BARLEY,PENNSYLVANIA,3408.0,50000,7.708333333,67,6.825256236,12792.392,0.05401459854014599,0.2291970802919708,0.7167883211678832
1325,2014,BARLEY,PENNSYLVANIA,3408.0,50000,7.708333333,67,6.825256236,12792.392,0.0020422055820285907,0.19264805990469708,0.8053097345132744
1326,2013,BARLEY,PENNSYLVANIA,3264.0,60000,8.104166667,68,6.368560522,12779.538,0.05032822757111598,0.2210065645514223,0.7286652078774617
1327,2013,BARLEY,PENNSYLVANIA,3264.0,60000,8.104166667,68,6.368560522,12779.538,0.0033812341504649195,0.15722738799661876,0.8393913778529163
1328,2019,CORN,PENNSYLVANIA,8568.0,930000,7.375,71,5.744361602,12798.883,0.222521915037087,0.17801753202966958,0.5994605529332434
1329,2019,CORN,PENNSYLVANIA,8568.0,930000,7.375,71,5.744361602,12798.883,0.018192488262910797,0.19718309859154928,0.7846244131455399
1330,2018,CORN,PENNSYLVANIA,7840.0,855000,7.428571429,67,7.051654924,12809.107,0.2668661181750187,0.2908002991772625,0.44233358264771877
1331,2018,CORN,PENNSYLVANIA,7840.0,855000,7.428571429,67,7.051654924,12809.107,0.01974479516453996,0.3173942243116185,0.6628609805238415
1332,2017,CORN,PENNSYLVANIA,9016.0,920000,5.678571429,66,6.034612928,12794.679,0.11925795053003534,0.18992932862190812,0.6908127208480566
1333,2017,CORN,PENNSYLVANIA,9016.0,920000,5.678571429,66,6.034612928,12794.679,0.008186900958466454,0.1477635782747604,0.8440495207667732
1334,2016,CORN,PENNSYLVANIA,7224.0,950000,6.678571429,67,6.924490731,12788.468,0.21935483870967742,0.20092165898617512,0.5797235023041475
1335,2016,CORN,PENNSYLVANIA,7224.0,950000,6.678571429,67,6.924490731,12788.468,0.039973351099267154,0.19586942038640906,0.7641572285143238
1336,2015,CORN,PENNSYLVANIA,8232.0,940000,6.928571429,70,6.887005997,12789.838,0.14209115281501342,0.20732797140303844,0.6505808757819481
